Metric ID,Group,Metrics Category,Metric,Definition / Description,Formula,Numerator,Denominator,Application v2,Application,Analysis,Analysis Subtype,A[i]gent,Commentary / Interpretation,Data Source - Object,Data Source - Field,Data Store - Object,Data Store - Field,Time Rule,Transformation/ Import Logic,Tags,Notes
17.05,Recruiting & Staffing,Outcome & Impact,Offer Fit Index,Relative measure of employees' perceptions of offer fit with the organization.,Survey,Survey,Survey,Measure alignment between the organization’s value proposition and employee preferences to optimize offer design.,"Degree of alignment between the organization’s value proposition and the values, or preferences, of employees. In aggregate, the Offer Fit Index describes the level of offer fit across a number of specific job factors. The index is also diagnostic—it can be disaggregated to identify those elements of a firm’s employment value proposition that are more or less aligned with the preferences of employees.",Employee Satisfaction,Employee Satisfaction,Listening A[i]gent,"Organizations typically measure offer fit using survey results. Each survey will likely have a different set of questions or methodologies for measuring offer fit. A high level of offer fit equates to a high degree of alignment between the organization’s value proposition (in terms of compensation and benefits, work–life balance, work environment, etc.) and the specific preferences of employees. This level of offer fit impacts employees’ commitment to the firm, engagement on the job, and likelihood of staying with or leaving the firm",ATS — Candidate Pipeline,Offer fit item(s) , candidate_feedback , offer_fit_score ,Event Date Within Period," Normalize Likert scale to 0–100 |  Composite index 	 Include only accepted offers unless otherwise defined ","CNVR, recruiting, pipeline, hiring, Survey, Recruitment Process, EVP Alignment ", Diagnostic of employment value proposition alignment.
15.10,Recruiting & Staffing,Sentiment & Experience,New Hire Satisfaction with Recruiting,An indication of how satisfied recent hires were with the recruiting process.,Survey,Survey,Survey,Recruiting process effectiveness for employer brand and candidate experience.,Staffing Effectiveness Measure,Recruitment Process,Candidate Experience,Listening A[i]gent,New Hire Satisfaction with recruiting represents a survey index or set of questions for recent hires to determine their satisfaction with the recruitment process.,ATS — Candidate Pipeline,Recruiting satisfaction item(s) , candidate_feedback , recruiting_satisfaction_score ,Event Date Within Period," Normalize Likert scale to 0–100 | Composite index 	 Minimum response threshold ","CNVR, recruiting, pipeline, hiring, Survey, Recruitment Process, CSAT ", Measures experience of hired employees with recruiting process.
15.11,Recruiting & Staffing,Sentiment & Experience,New Hire Performance Satisfaction,How well recent hires are performing within their positions.,Survey,Survey,Survey,Evaluate hiring effectiveness through manager-rated performance of recent hires.,Staffing Effectiveness Measure,Recruitment Process,Quality of Hire,Listening A[i]gent,New Hire Performance Satisfaction represents a survey index or set of questions posed to the managers of recent hires to determine the performance levels of those recent hires.,ATS — Candidate Pipeline,Manager-rated new hire performance item(s) , new_hire_feedback , new_hire_performance_score ,Event Date Within Period," Normalize manager rating scale to 0–100 |  Composite index 	 Minimum response threshold ","CNVR, recruiting, pipeline, hiring, Survey, Quality of Hire, Perf. Eval ", Used to validate recruitment effectiveness.
15.20,Recruiting & Staffing,Operational Performance,Applicant Interview Rate (%Apps-to-Interview),Percentage of applicants that are interviewed during a period (any interview).,%app_to_interview_rate = count(applicants_interviewed) / count(applicants) * 100,Distinct applicants who have ≥ 1 interview (any interview type) completed.,Distinct applicants (applications submitted).,Balance between interviewing enough candidates to sample the qualified pool and avoiding excessive interview load.,"Balance between interviewing ""enough"" candidates to provide a sufficient sampling of the qualified candidate pool and straining the recruiting process by interviewing an excessive number of candidates.",,,,A result of 20% means that 20% of all applicants are interviewed.,ATS — Candidate Pipeline,,,,Event Date Within Period,"“Any interview” = first occurrence of an interview event after application (phone screen, recruiter screen, HM screen, panel, etc.). | Count distinct applicants, not number of interviews. | Decide whether the interview event is based on scheduled (recommended) vs completed (stricter). | Exclude duplicates/merged profiles; one applicant counts once.","CNVR, Capacity",Equivalent to App→Interview pass-through.
15.19,Recruiting & Staffing,Operational Performance,Pass-through Ratio: Applicants --> Hire | Applicant Ratio,Average number of applicants for each internal and external hire.,app_to_hire_ratio = count(applications) / count(offers_accepted),#Applicants ,#Offers.Accepted,#Applicants needed per hire & required screening resources,Applicant screening resources required from a job applicant pool.,Recruiting Funnel Metrics,,Screening A[i]gent | Pipeline Health A[i]gent | ,One in a series that provides an indication of the proportion of candidates admitted through various gates in the recruiting process.,ATS — Candidate Pipeline,,,app_to_hire_ratio,Event Date Within Period,Denominator = candidates entering stage in cohort week. Numerator = those who later reach Hire. Exclude duplicates/merged profiles.,"CNVR, recruiting, pipeline, hiring",
15.05,Recruiting & Staffing,Operational Performance,Referral Conversion Rate,Referrals hired as a percentage of total referrals. | Hires from referrals divided by referrals submitted.,(External Hires.Referrals / Referrals) * 100 | count( referral_hires ) / count( referrals ),Hires from referrals,Referrals submitted,,Success of the Referral Program.,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring","Add stepwise conversion: Referral→App, App→Screen, etc."
15.09,Recruiting & Staffing,Operational Performance,Offer Acceptance Rate%,Percentage of offers that were accepted.,(Offers.Accepted / Offers.Extended) * 100 | count( offers.accepted ) / count( offers.sent ),Accepted offers,Sent offers,,staffing effectiveness,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring",Track reasons (expired/declined/withdrawn) as sub-dimensions.
15.13,Recruiting & Staffing,Operational Performance,Interviews to Hire Ratio (#Applicants) | Interviewee Ratio,Average number of applicants interviewed for each internal and external hire. |Average number of interviews conducted for hired candidates.,Applicants.Interviewed / Offers.Accepted | count( interviews_for_hires ) / count( hires ),Applicants.Interviewed | Interviews for hired candidates,Offers.Accepted | Hires,,one in a series that provides an indication of the proportion of candidates admitted through various gates in the recruiting process.,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring",Break out by team/level; watch for panel duplication.
15.14,Recruiting & Staffing,Operational Performance,Interview-to-Offer Rate % | Interviewee Offer Rate,Offers extended as a percentage of distinct applicants interviewed during the period. | Share of interviewed applicants who received an offer.,(Offers.Extended / Applicants/Interviewed) * 100 | count( offers.sent ) / count( applicants_interviewed ),Offers sent,Applicants interviewed,,one in a series that provides an indication of the proportion of candidates admitted through various gates in the recruiting process.,,,,"For example, a result of 10% means that 10% of interviewed applicants received job offers.",ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring",Equivalent to Interview→Offer conversion.
15.15,Recruiting & Staffing,Operational Performance,"Time-to-Start, Average (days)",Average number of days elapsed between requisition date and start date for internal and external hires. | Average calendar days from offer acceptance to candidate start date.,Total days to Start / Hires | avg( start_dt - offer_accepted_dt ),Sum of days from acceptance to start,Hires,,Staffing Timeliness,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring",Track separately for relocations if needed.
15.16,Recruiting & Staffing,Operational Performance,"Time-to-Fill, Average (days)",Average number of days elapsed between requisition date and offer acceptance for internal and external hires. | Average calendar days from requisition open (or approved) to offer acceptance for filled requisitions.,Total Days to Fill / Offers.Accepted | avg( offer_accepted_dt - req_open_dt ),Total Days to Fill | Sum of days from open to offer acceptance,Offers accepted,,Staffing Timeliness,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring","If using 'posted_dt' instead of 'open_dt', note in version."
15.17,Recruiting & Staffing,Cost Efficiency,"Sign-On Bonus Expense, Average",Average sign-on bonus received by external hires given a sign-on bonus.,Sign-On Bonus Expense / External Hires.Sign-On Bonus,Sign-On Bonus Expense,External Hires.Sign-On Bonus,,usage of sign-on bonuses,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring",
15.18,Recruiting & Staffing,Operational Performance,Interviews Per Hire Average (#Interviews:1Applicant),Average number of interviews conducted with the hired candidate for each internal and external hire.,(Interviews.Applicants.Offers.Accepted / Applicants.Offers.Accepted),Interviews.Applicants.Offers.Accepted,Applicants.Offers.Accepted,,Staffing Efficiency,,,,"Average Interviews per Hire indicates, for each person hired within a period, how many interviews that person had before being hired. For example, a result of 5.5 means that people hired had an average of 5.5 interviews during the recruiting process.",ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring",
14.09,Recruiting & Staffing,Operational Performance,"Decision Latency (days, median)",Days from decision request created to decision logged in pilot functions.,median( decision_dt - request_dt ),Decisions closed,Decision requests,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring",Log decision type and escalation path.
14.10,Recruiting & Staffing,Operational Performance,HM SLA Compliance %,Share of HM actions (feedback/decisions) taken within SLA.,count( actions_within_SLA ) / count( actions_required ),On-time HM actions,Required HM actions,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring",Show by team to target coaching.
14.11,Recruiting & Staffing,Operational Performance,Interviewer Load Balance,Distribution of interviews per interviewer vs. target range.,count( interviewer_weeks within target ) / count( interviewer_weeks ),Weeks within target,All interviewer-weeks,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring",Optional: show Gini coefficient alongside.
14.13,Recruiting & Staffing,Operational Performance,No-Show %,Share of scheduled interviews where the candidate or interviewer did not attend.,"count( interview_status in {No Show, Canceled Late} ) / count( scheduled_interviews )",No-shows and late cancels,Scheduled interviews,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring",Track candidate vs interviewer separately.
14.13,Recruiting & Staffing,Operational Performance,No-Show %,Share of scheduled interviews where the candidate or interviewer did not attend.,"count( interview_status in {No Show, Canceled Late} ) / count( scheduled_interviews )",No-shows and late cancels,Scheduled interviews,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring",Track candidate vs interviewer separately.
14.14,Recruiting & Staffing,Operational Performance,On-time Scorecards % (≤24h),Share of submitted scorecards received within 24 hours of interview end.,count( scorecard_submitted_dt - interview_end_dt ≤ 24h ) / count( scorecards ),On-time scorecards (≤24h),All scorecards,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring",Break out by HM vs panel to target nudges.
14.15,Recruiting & Staffing,Operational Performance,Pass-through %: App → Screen,Share of applications that progress to recruiter screen.,count( moved_to_screen ) / count( applications ),Applications with screen date,Applications,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring","Pass-throughs: Denominator = candidates who ENTERED the stage in the period; Numerator = those who LATER reached the next stage (allow lag across weeks).
Cohorting: Use apply week (App→Screen) and stage-entry week for all pass-through denominators; do not mix with event week."
14.16,Recruiting & Staffing,Operational Performance,Pass-through %: Final → Offer,Share of final loops that result in an offer.,count( offers.sent ) / count( final_loops ),Offers sent,Final loops,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring","Pass-throughs: Denominator = candidates who ENTERED the stage in the period; Numerator = those who LATER reached the next stage (allow lag across weeks).
Cohorting: Use apply week (App→Screen) and stage-entry week for all pass-through denominators; do not mix with event week."
14.16,Recruiting & Staffing,Operational Performance,Pass-through %: Final → Offer,Share of final loops that result in an offer.,count( offers.sent ) / count( final_loops ),Offers sent,Final loops,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring","Pass-throughs: Denominator = candidates who ENTERED the stage in the period; Numerator = those who LATER reached the next stage (allow lag across weeks).
Cohorting: Use apply week (App→Screen) and stage-entry week for all pass-through denominators; do not mix with event week."
14.17,Recruiting & Staffing,Operational Performance,Pass-through %: HM → Final,Share of HM interviews that progress to final loop.,count( moved_to_final ) / count( HM_interviews ),HM interviews with final date,HM interviews,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring","Pass-throughs: Denominator = candidates who ENTERED the stage in the period; Numerator = those who LATER reached the next stage (allow lag across weeks).
Cohorting: Use apply week (App→Screen) and stage-entry week for all pass-through denominators; do not mix with event week."
14.18,Recruiting & Staffing,Operational Performance,Pass-through %: Offer → Hire,Share of offers that result in a hire.,count( hires ) / count( offers.sent ),Hires,Offers sent,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring","Pass-throughs: Denominator = candidates who ENTERED the stage in the period; Numerator = those who LATER reached the next stage (allow lag across weeks).
Cohorting: Use apply week (App→Screen) and stage-entry week for all pass-through denominators; do not mix with event week."
14.19,Recruiting & Staffing,Operational Performance,Pass-through %: Screen → HM,Share of screens that progress to HM interview.,count( moved_to_HM ) / count( screens ),Screens with HM date,Screens,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring","Pass-throughs: Denominator = candidates who ENTERED the stage in the period; Numerator = those who LATER reached the next stage (allow lag across weeks).
Cohorting: Use apply week (App→Screen) and stage-entry week for all pass-through denominators; do not mix with event week."
14.19,Recruiting & Staffing,Operational Performance,Pass-through %: Screen → HM,Share of screens that progress to HM interview.,count( moved_to_HM ) / count( screens ),Screens with HM date,Screens,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring","Pass-throughs: Denominator = candidates who ENTERED the stage in the period; Numerator = those who LATER reached the next stage (allow lag across weeks).
Cohorting: Use apply week (App→Screen) and stage-entry week for all pass-through denominators; do not mix with event week."
14.20,Recruiting & Staffing,Operational Performance,"Time-to-Hire (days, median)",Calendar days from application submission to offer acceptance (or hire) for filled requisitions.,median( offer_accepted_dt - application_dt ),Offer accepted dates,Applications with accepted offers,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring","If using 'hire_dt' instead of 'offer_accepted_dt', note in version."
14.21,Recruiting & Staffing,Operational Performance,"Time-to-Schedule (hours, median)",Hours from interview request creation to first scheduled interview start time.,median( interview_start_dt - interview_request_dt ) * 24,Scheduled interview start times,Interview requests,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring",Use UTC or local consistently.
14.01,Recruiting & Staffing,Operational Performance,Rehire Rate,Rehires as a percentage of total external hires.,(Rehires / External Hires) *100,Rehires,External Hires ,,"Useful for organizations that have specific initiatives around rehires, such as alumni tracking processes or alumni networks.",,,,Rehire Rate indicates the percentage of external hires during the period that are former employees of the organization.,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"recruiting, pipeline, hiring",
14.02,Recruiting & Staffing,Operational Performance,Recruitment Source Ratio (Internal vs External),Number of internal hires for every external hire.,Internal Hires / External Hires,Internal Hires,External Hires ,,"For one reason or another the organization may wish to tilt recruitment toward hiring internally or externally or may have a specific ratio in mind. Reasons include reducing recruitment expenses, increasing hiring quality, increasing retention rates, increasing internal development opportunities, etc.",,,,"A recruitment ratio of four means that the organization has made four internal placements to vacant positions for every one external hire. Internal hires are often calculated to include all internal movements, such as transfers, promotions, and demotions.",ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"recruiting, pipeline, hiring","reducing recruitment expenses, increasing hiring quality, increasing retention rates, increasing internal development opportunities, etc."
14.03,Recruiting & Staffing,Operational Performance,Recruitment Source Breakdown (%of Total),"Distribution of external hires by recruitment source, including referral, rehire, agency, etc.",(External Hires.[Source Group] / External Hires ) *100,External Hires.[Source Group],External Hires ,,"Determining the % of hiring by source. For one reason or another the organization may wish to tilt recruitment toward particular sources. Reasons may include reducing recruitment expenses, increasing hiring quality, increasing retention rates, etc.",,Employee Satisfaction: Retention,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"recruiting, pipeline, hiring","reducing recruitment expenses, increasing hiring quality, increasing retention rates, etc."
14.04,Recruiting & Staffing,Operational Performance,New Position Recruitment Ratio (New role vs backfill),"Ratio of new position hires to replacement hires, including internal and external hires.",Hires.New Positions / Hires.Replacement Positions,Hires.New Positions,Hires.Replacement Positions,,rate of change of job roles.,,,,"New Position Recruitment Ratio compares the number of newly created positions to the number of replacement positions during a period. In other words, across all the organization's hires, how many are into new positions and how many are replacing people who have terminated or transferred out of existing positions? A result of this measure of .5 indicates there was one new position hire for every two replacement position hires during the period.",ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"recruiting, pipeline, hiring",
14.05,Recruiting & Staffing,Operational Performance,New Position Recruitment Rate (New role hires %of headcount),"Hires into newly created positions (including internal and external hires), as a percentage of average headcount.",(Hires.New Positions / Average Headcount) * 100,Hires.New Positions,Average Headcount,,rate of change of job roles.,,,,"New Position Recruitment Rate shows the number of newly created positions in relation to the size of the workforce. A ""new position"" is not necessarily one for which the title and the role have never existed before filling a new position may mean expanding a group of four analysts to become five analysts, or it may mean creating a Marketing Analyst position whose title did not previously exist for the organization.",ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"recruiting, pipeline, hiring",
14.06,Recruiting & Staffing,Operational Performance,Net Hire Ratio (Hire:Termination),The number of external hires for every termination during the reporting period.,External Hires / Terminations,External Hires  ,Terminations,,Monitoring headcount levels over time in support of cost management initiatives or growth strategies.,,,,Net Hire Ratio measures the total number of external hires that replace terminated employees.,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"recruiting, pipeline, hiring",
14.07,Recruiting & Staffing,Operational Performance,External Hire Rate (%of Headcount),External hires as a percentage of average headcount during the reporting period.,(External Hires / Average Headcount) * 100,External Hires  ,Average Headcount,,,,,,"This measure is used to monitor ""churn"" of the workforce, the rate at which employees are entering the organization, and the hiring volume as an outcome of recruitment activities.",ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"recruiting, pipeline, hiring",
14.08,Recruiting & Staffing,Sentiment & Experience,Candidate NPS,Net Promoter Score from post-process survey on 0–10 scale.,(count(9–10) − count(0–6)) / count(all) * 100,Promoters − detractors,All responses,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"recruiting, pipeline, hiring",Report separately by hired vs. not hired.
14.12,Recruiting & Staffing,Operational Performance,Meeting Hours / FTE (weekly),Sum of meeting hours per FTE per week in pilot functions.,sum( meeting_duration_hrs ) / count( FTE ),Meeting hours,FTE count,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"recruiting, pipeline, hiring",Use consistent working-hours definition.
14.22,Recruiting & Staffing,Decision Integrity,Decision Consistency Rate,Measures how consistently similar candidate profiles receive the same screening decision across reviewers. Why it matters: High variation indicates unstable application of judgment.,Count of candidates whose final screening decision matches the majority decision within their requisition and score band / Total number of candidates evaluated within the same requisition and screening score band.,Count of candidates whose final screening decision matches the majority decision within their requisition and score band.,Total number of candidates evaluated within the same requisition and screening score band.,,Screening A[i]gent Governance Dashboard,,,Screening A[i]gent,High variation indicates unstable application of judgment. Lower rates indicate inconsistent application of rubric-driven decisions and potential human override drift. Persistent instability signals need for calibration review or rubric refinement.,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"recruiting, pipeline, hiring",
14.23,Recruiting & Staffing,Decision Integrity,Rubric Adherence Rate,Measures how often screening decisions align with defined must-have criteria and scoring thresholds. Example: Candidate scores 82; threshold is 75; decision = Reject → misalignment. Why it matters: Ensures screening decisions reflect agreed standards.,,,,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"recruiting, pipeline, hiring",
14.24,Recruiting & Staffing,Decision Integrity,Screening Predictive Strength,"Measures whether screening score bands meaningfully differentiate downstream candidate performance. Example: Strong band → 70% pass HM screen, Borderline → 35%, Weak → 10% = strong (equal rates across bands = weak signals | Why it matters: Indicates whether screening produces real signal or noise.",,,,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"recruiting, pipeline, hiring",
14.25,Recruiting & Staffing,Decision Integrity,Early False Negative Risk,Estimates the likelihood that candidates meeting rubric criteria were rejected during screening. Why it matters: Identifies hidden talent loss.,,,,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"recruiting, pipeline, hiring",
14.26,Recruiting & Staffing,Decision Integrity,Calibration Stability,"Measures whether screening thresholds shift across time or reviewers. Example: Q1 threshold = 70, Q3 threshold = 80 → drift | Why it matters: Prevents silent tightening or loosening of standards. Indicates demand exceeds resources.",,,,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"recruiting, pipeline, hiring",
15.01,Recruiting & Staffing,Cost Efficiency,Turnover Cost Rate - < 1-Year Tenure %,Cost of turnover for employees with less than one year of tenure as a percentage of the total turnover cost.,Total Termination Value.< 1-Year Tenure / Total Termination Value,Total Termination Value.< 1-Year Tenure,Total Termination Value,,Staffing Effectiveness | Cost of low tenure employee attrition. Also as a measure of staffing effectiveness.,,,,"Turnover Cost Rate—< 1-Year Tenure measures the percentage of termination costs that come from employees with less than one year of tenure. While this measure does not indicate whether turnover costs among low-tenure employees is high or low, it does indicate the extent to which the turnover costs are driven by low-tenure employees. A result of 40% means that 40% of all termination costs are from these low-tenure employees. Most organizations experience their highest turnover among low-tenure employees. Low-tenure terminations carry with them similar costs and productivity losses to other terminations. However, low-tenure terminations might also signal potential failures of recruiting and onboarding processes. Therefore, New Hire Turnover Contribution can help an employer to approximate the magnitude of turnover costs driven by recruiting and onboarding issues as compared to other potential turnover issues. The higher the result for this measure, the greater the volume of turnover costs that might be prevented through recruiting and onboarding improvement.",ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"recruiting, pipeline, hiring",
15.02,Recruiting & Staffing,Outcome & Impact,New Hire Turnover Contribution (%Terminations) ,Terminations of short-tenure employees as a percentage of total terminations during the reporting period.,(Terminations.Short Tenure / Terminations) * 100,#Terminations.Short Tenure ,#Terminations,,Employee turnover analysis,,Recruitment Process: Candidate Experience,,"New Hire Turnover Contribution measures the percentage of terminations that come from “short-tenure” employees. While this measure does not indicate whether turnover among short-tenure employees is high or low, it does indicate the extent to which the turnover experienced by the organization comes from short-tenure employees. A result of 30% means that 30% of all terminations were of employees with short tenure.",ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"recruiting, pipeline, hiring",
15.03,Recruiting & Staffing,Cost Efficiency,Sign-On Bonus Rate (%External Hires),Percentage of external hires receiving a sign-on bonus.,(External Hires.Sign-On Bonus / External Hires) * 100,External Hires.Sign-On Bonus ,External Hires ,,Measurement of the usage of Sign-On Bonuses.,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"recruiting, pipeline, hiring",
15.04,Recruiting & Staffing,Operational Performance,Referral Rate (%Submitted),Referrals submitted divided by average headcount in period.,(Referrals / Average Headcount) * 100 | count( referrals ) / avg( headcount ),Referrals submitted,Average Headcount,,Measurement of the Referral Program.,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"recruiting, pipeline, hiring",Segment by department and location.
15.06,Recruiting & Staffing,Cost Efficiency,Recruitment Expense Breakdown %,"Distribution of recruitment expenses by type, such as travel, advertising, compensation, etc. | Share of total recruiting expense by expense type.",(Recruitment Expense.[Type] / Recruitment Expense) * 100 | sum( expense_amount where type=T ) / sum( expense_amount ),Recruitment Expense.[Type],Total Recruiting Expense,,"recruiting costs Isolating and wish to monitor the relative magnitude of direct costs, such as relocation allowances and agency fees.",,,,"Recruitment costs include direct costs of filling positions, such as advertising costs, agency fees, travel reimbursement of candidates or interviewers, screening tests, and relocation allowances. Recruitment costs are also likely to include the overhead costs of running a recruiting function, such as the salaries of recruiters, the costs of maintaining a resume bank, the costs of sending communications or printing collateral, etc. In addition, recruitment expenses can include indirect productivity costs of hiring managers and other called upon to interview candidates, though such costs are difficult to quantify.",ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"recruiting, pipeline, hiring",Useful for channel ROI and budget planning.
15.07,Recruiting & Staffing,Cost Efficiency,Recruitment Cost per Hire,"Recruitment expense per hire, including internal and external hires. | Total recruitment expense divided by number of hires.",Recruitment Expense / Hires | sum( recruiting_expense ) / count( hires ),Total recruiting expense,Hires,,Measurement of recruiting efficiency. | ,,,,"advertising costs, agency fees, travel reimbursement of candidates or interviewers, screening tests, and relocation allowances. Recruitment costs are also likely to include the overhead costs of running a recruiting function, such as the salaries of recruiters, the costs of maintaining a resume bank, the costs of sending communications or printing collateral, etc. In addition, recruitment expenses can include indirect productivity costs of hiring managers and other called upon to interview candidates, though such costs are difficult to quantify.",ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"recruiting, pipeline, hiring","Break out by channel (ads, agency, tools, events)."
