15.04,Staffing Effectiveness,Operational Performance,Referral Rate (%Submitted),Referrals submitted divided by average headcount in period.,(Referrals / Average Headcount) * 100 | count( referrals ) / avg( headcount ),Referrals submitted,Average Headcount,Measurement of the Referral Program.,,,,,,,Bucketed (Reporting TZ),,Referral Program,Segment by department and location.
15.05,Staffing Effectiveness,Operational Performance,Referral Conversion Rate,Referrals hired as a percentage of total referrals. | Hires from referrals divided by referrals submitted.,(External Hires.Referrals / Referrals) * 100 | count( referral_hires ) / count( referrals ),Hires from referrals,Referrals submitted,Success of the Referral Program.,,,,,,,Bucketed (Reporting TZ),,CNVR,"Add stepwise conversion: Referral→App, App→Screen, etc."
15.09,Staffing Effectiveness,Operational Performance,Offer Acceptance Rate%,Percentage of offers that were accepted.,(Offers.Accepted / Offers.Extended) * 100 | count( offers.accepted ) / count( offers.sent ),Accepted offers,Sent offers,staffing effectiveness,,,,,,,Bucketed (Reporting TZ),,CNVR,Track reasons (expired/declined/withdrawn) as sub-dimensions.
15.13,Staffing Effectiveness,Operational Performance,Interviews to Hire Ratio (#Applicants) | Interviewee Ratio,Average number of applicants interviewed for each internal and external hire. |Average number of interviews conducted for hired candidates.,Applicants.Interviewed / Offers.Accepted | count( interviews_for_hires ) / count( hires ),Applicants.Interviewed | Interviews for hired candidates,Offers.Accepted | Hires,one in a series that provides an indication of the proportion of candidates admitted through various gates in the recruiting process.,,,,,,,Bucketed (Reporting TZ),,CNVR,Break out by team/level; watch for panel duplication.
15.14,Staffing Effectiveness,Operational Performance,Interview-to-Offer Rate % | Interviewee Offer Rate,Offers extended as a percentage of distinct applicants interviewed during the period. | Share of interviewed applicants who received an offer.,(Offers.Extended / Applicants/Interviewed) * 100 | count( offers.sent ) / count( applicants_interviewed ),Offers sent,Applicants interviewed,one in a series that provides an indication of the proportion of candidates admitted through various gates in the recruiting process.,,"For example, a result of 10% means that 10% of interviewed applicants received job offers.",,,,,Bucketed (Reporting TZ),,CNVR,Equivalent to Interview→Offer conversion.
15.15,Staffing Effectiveness,Operational Performance,"Time-to-Start, Average (days)",Average number of days elapsed between requisition date and start date for internal and external hires. | Average calendar days from offer acceptance to candidate start date.,Total days to Start / Hires | avg( start_dt - offer_accepted_dt ),Sum of days from acceptance to start,Hires,Staffing Timeliness,,,,,,,Duration (UTC),,CNVR,Track separately for relocations if needed.
15.16,Staffing Effectiveness,Operational Performance,"Time-to-Fill, Average (days)",Average number of days elapsed between requisition date and offer acceptance for internal and external hires. | Average calendar days from requisition open (or approved) to offer acceptance for filled requisitions.,Total Days to Fill / Offers.Accepted | avg( offer_accepted_dt - req_open_dt ),Total Days to Fill | Sum of days from open to offer acceptance,Offers accepted,Staffing Timeliness,,,,,,,Duration (UTC),,CNVR,"If using 'posted_dt' instead of 'open_dt', note in version."
15.18,Staffing Effectiveness,Operational Performance,Interviews Per Hire Average (#Interviews:1Applicant),Average number of interviews conducted with the hired candidate for each internal and external hire.,(Interviews.Applicants.Offers.Accepted / Applicants.Offers.Accepted),Interviews.Applicants.Offers.Accepted,Applicants.Offers.Accepted,Staffing Efficiency,,"Average Interviews per Hire indicates, for each person hired within a period, how many interviews that person had before being hired. For example, a result of 5.5 means that people hired had an average of 5.5 interviews during the recruiting process.",,,,,,,CNVR
15.19,Staffing Effectiveness,Operational Performance,Pass-through Ratio: Applicants --> Hire | Applicant Ratio,Average number of applicants for each internal and external hire.,Applicants / Offers.Accepted,Applicants ,Offers.Accepted,Applicant screening resources required from a job applicant pool.,,One in a series that provides an indication of the proportion of candidates admitted through various gates in the recruiting process.,,,,,,,CNVR
15.20,Staffing Effectiveness,Operational Performance,Recruiting - Applicant Interview Rate (%Apps-to-Interview),Percentage of applicants that are interviewed during a period. | Share of applicants who were interviewed (any interview).,(Applicants.Interviewed / Applicants) * 100 | count( applicants_interviewed ) / count( applicants ),Applicants.Interviewed,Applicants,"Balance between interviewing ""enough"" candidates to provide a sufficient sampling of the qualified candidate pool and straining the recruiting process by interviewing an excessive number of candidates.",,A result of 20% means that 20% of all applicants are interviewed.,,,,,Bucketed (Reporting TZ),,CNVR,Equivalent to App→Interview pass-through.
15.02,Staffing Effectiveness,Outcome & Impact,New Hire Turnover Contribution (%Terminations) - SEE 17.14,Terminations of short-tenure employees as a percentage of total terminations during the reporting period.,(Terminations.Short Tenure / Terminations) * 100,#Terminations.Short Tenure ,#Terminations,employee turnover Analysis,,"New Hire Turnover Contribution measures the percentage of terminations that come from “short-tenure” employees. While this measure does not indicate whether turnover among short-tenure employees is high or low, it does indicate the extent to which the turnover experienced by the organization comes from short-tenure employees. A result of 30% means that 30% of all terminations were of employees with short tenure."
15.08,Staffing Effectiveness,Outcome & Impact,On-Time Talent Delivery Factor (days per accepted offer),"Average number of days that hired employee start dates differ from requisition need-by dates. | Average deviation in days between need-by date and offer acceptance date; negative = early, positive = late.",Total Days Deviation from Need-By Date / Offers.Accepted | avg( offer_accepted_dt - need_by_dt ),Total Days Deviation from Need-By Date | Sum of (accepted_dt - need_by_dt),Offers accepted,Staffing timeliness  measurement,,"A result of -2,5 for On-Time Delivery Factor indicates that, on average, hires start two and a half days prior to their need-by dates. A result of 4.0 indicates that, on average, hires start four days after their need-by dates.",,,,,Duration (UTC),,,Report distribution (p50/p75/p90). A value >0 indicates late delivery.
15.12,Staffing Effectiveness,Outcome & Impact,New Hire Failure Factor (90-day),Terminations of low-tenure employees as a percentage of total hires during the reporting period. | Share of external hires who exit within 90 days of start.,(Terminations.Short Tenure / External Hires) * 100 | count( terminations_short_tenure ) / count( external_hires ),Terminations.Short Tenure | Terminations within 90 days,External hires,staffing effectiveness. ,,,,,,,Bucketed (Reporting TZ),,"As an alternative to viewing termination rates within various tenure levels, New Hire Tenure instead compares ""short tenure"" terminations to the number of external hires made within the period.","Define 'short tenure' window explicitly (e.g., ≤90 days)."
13.01,Productivity,Sentiment & Experience,Employee Engagement Index,Relative measure of employee's engagement in their work.,Survey,Survey,Survey,Measurement of employee engagement for purposes of predicting productivity and/or as a tool for analytically deriving the reasons for low engagement so they can be addressed before they lead to low productivity.,,"Organizations typically measure employee engagement using survey results. Each survey will likely have a different set of questions or methodologies for measuring employee engagement. The Employee Engagement Index measures employees’ engagement with their jobs or day-to-day work. It is based on survey questions that assess factors such as the effort and enthusiasm they put into their daily activities. It is designed to measure the extent to which employees contribute their discretionary effort to the firm. Employee engagement is thus distinct from employee commitment, which measures attachment to the firm and views of the firm as a great place to work.",,,,,,,CSAT
14.08,Recruiting,Sentiment & Experience,Candidate NPS,Net Promoter Score from post-process survey on 0–10 scale.,(count(9–10) − count(0–6)) / count(all) * 100,Promoters − detractors,All responses,,,,,,,,Bucketed (Reporting TZ),,CSAT,Report separately by hired vs. not hired.
15.10,Staffing Effectiveness,Sentiment & Experience,New Hire Satisfaction with Recruiting,An indication of how satisfied recent hires were with the recruiting process.,Survey,Survey,Survey,Staffing Effectiveness Measure,,New Hire Satisfaction with recruiting represents a survey index or set of questions for recent hires to determine their satisfaction with the recruitment process.,,,,,,,CSAT
15.11,Staffing Effectiveness,Sentiment & Experience,New Hire Performance Satisfaction,How well recent hires are performing within their positions.,Survey,Survey,Survey,Staffing Effectiveness Measure,,New Hire Performance Satisfaction represents a survey index or set of questions posed to the managers of recent hires to determine the performance levels of those recent hires.,,,,,,,Perf. Eval
1.01,Attendance,Operational Performance,Absence Rate - Unscheduled by Days Worked (%of Work Time),Unscheduled Absence days a percentage of total workdays.,(Unscheduled Absence Days / Workdays) * 100,#Unscheduled Absence Days,#Total Workdays,,,"A result of 3% means that unscheduled absences total 3% of all workdays. Put differently, a result of 3% means that, on an average day, 3 of every 100 employees are absent due to an unscheduled reason. This measure is an alternative measure of absence volume to Unscheduled Absence Days per Employee, providing a perspective by days worked rather than by employee. | Increase in unscheduled absence could indicate a job dissatisfaction problem – possibly supervisor or working conditions. Decrease in unscheduled absence could indicate a program to improve employee engagement, job satisfaction and motivation is working.",,,,,,,"job dissatisfaction, program to improve employee engagement, job satisfaction and motivation is working."
1.02,Attendance,Operational Performance,Absence Rate - Unscheduled by Employee (#Days),Average number of days of unscheduled absences per employee during the reporting period.,Unscheduled Absence Days / Average Headcount,#Unscheduled Absence Days,Average Headcount,,,"A result of 1.5 means that, on average, each employee missed one and a half days of work during the period for unscheduled reasons. This measure is an alternative measure of absence volume to Unscheduled Absence Rate, providing a perspective by employee rather than by days worked. | Increase in unscheduled absence could indicate a job dissatisfaction problem – possibly supervisor or working conditions. Decrease in unscheduled absence could indicate a program to improve employee engagement, job satisfaction and motivation is working."
1.03,Attendance,Operational Performance,Absence Breakdown - Unscheduled,"Distribution of unscheduled absences by type, including sick leave, workplace injury, family leave, industrial dispute, etc.",(Unscheduled Absence Days.[Type] / Unscheduled Absence Days) * 100,#Unscheduled Absence Days.[Type],#Unscheduled Absence Days,,,"Unscheduled Absence Breakdown indicates the composition of unscheduled absence days that occurred during a period by the absence type. Graphically, the data are presented as a percentage of the total unscheduled absences, i.e., a stacked bar graph."
1.04,Attendance,Operational Performance,Work Schedule Flexibility Rate (%of Workforce),Employees with a flexible work schedule as a percentage of total employees.,(End of Period Headcount.Flexible Work Schedule) / End of Period Headcount) *100,End of Period Headcount.Flexible Work Schedule,End of Period Headcount,,,A result of 10 indicates that 10% of the workforce participates in a flexible work arrangement and may not work the standard operating hours of the organization. | Compare productivity & engagement
1.05,Attendance,Operational Performance,Absence - PTO Utilization Rate (%Use),Paid time off hours taken as a percentage of those hours earned during the reporting period.,(PTO Hours.Used / PTO Hours.Accrued) * 100,#PTO Hours.Used,#PTO Hours.Accrued,"Finance Forecasting, Staffing Resource Planning",,"A result of 80% means that for every 10 hours of PTO that employees accrue, they are only taking eight hours off."
1.06,Attendance,Cost Efficiency,Absences (Unscheduled) Compensation Value Per FTE,Average compensation cost of unscheduled absences per full-time equivalent employee.,(Unscheduled Absence Days * Direct Compensation.Daily) / FTE,Unscheduled Absence Days * Direct Compensation.Daily,FTE,,,"For example, a result of $500 means that the compensation costs of employees’’ unscheduled absences, spread across all employees, averaged $500 per employee. Put differently, a result of $500 means that during the period, the organization paid $500 per FTE in compensation for unscheduled absences."
1.07,Attendance,Operational Performance,Absence Rate (%of Work Time),Total days of employee absence as a percentage of total expected workdays during the reporting period.,(Absence Days / Workdays) * 100,#Absence Days,#Workdays,,,"Absence Rate indicates the percentage of work time, expressed as workdays, that the average employee is absent for any reason during a period. A result of 3% means that absences total 3% of all workdays. Or, put differently, on an average day, 3 of every 100 employees are absent."
2.01,Benefits,Cost Efficiency,Benefits Expense Rate by %Total Comp Expense,Benefits expense as a percentage of compensation and benefits expenses.,(Benefits Expense / Total Compensation Expense) * 100,Benefits Expense ($),Total Compensation Expense ($),,,A result of 30% indicates that benefits expenses compose 30% of the total amount an organization spends on employee compensation and benefits.
2.02,Benefits,Sentiment & Experience,Benefits Satisfaction Index,A relative measure of employees’ satisfaction with the benefits provided by the organization.,Survey,Survey,Survey,,,"Benefits Satisfaction Index is a measure of employees’ overall satisfaction with benefits, such as medical insurance, dental insurance, disability insurance, child care, commuting, concierge, tuition reimbursement, or other benefit programs. Variations of this measure may present the results of individual survey questions (e.g., percentage of workforce rating medical benefits as “excellent”) or other subindexes of this overall satisfaction indicator."
2.03,Benefits,Cost Efficiency,Benefits Expense Rate by % Operating  Expense (%Org Cost),Benefits expense as a percentage of operating expense.,(Benefits Expense / Operating Expense) * 100,Benefits Expense ($),Operating Expense ($),,,Benefits Operating Expense Rate measures employee benefits costs (the organization’s portion) as compared to total operating expenses. A result of 5% means that benefits costs make up 5% of the organization’s total operating expenses.
2.04,Benefits,Cost Efficiency,Benefits Breakdown by Expense Type (%of Total),Organizational costs of employee benefits by type of benefit.,(Benefits Expense.[Benefit Type] / Benefits Expense) * 100,Benefits Expense.[Benefit Type],Benefits Expense ($),,,"Benefits Expense Type Breakdown provides the composition of benefits expense by various benefit types. Graphically, the data is presented as a percentage of the total Benefits Expense, i.e., a stacked bar graph."
2.05,Benefits,Cost Efficiency,Benefits Expense Amount Per FTE ($Amount),Average benefits expense (organization’s contribution) per full-time equivalent employee.,Benefits Expense / FTE,Benefits Expense ($),#FTE
3.01,Compensation,Operational Performance,Workweek Average Per Employee (#Time),Average number of hours worked per week per employee,(Hours Worked / Number of Weeks) / Average Headcount,#Hours Worked / #Number of Weeks,#Average Headcount,,,"Average Workweek measures the number of hours worked per week per employee, on average. A result of 37 means that the average person employed by the organization worked 37 hours per week during the period."
3.02,Compensation,Operational Performance,Stock Incentive Eligibility Rate (%of Workforce),The percentage of employees eligible to receive stock-based incentives.,(End of Period Headcount.Stock Incentive Eligible / End of Period Headcount) *100,End of Period Headcount.Stock Incentive Eligible,End of Period Headcount,,,A value of 30 indicates that 30% of employees are eligible to receive stock-based incentives.
3.03,Compensation,Cost Efficiency,Stock Options Exercised Per Employee (#Amount),Average number of stock options exercised per option-eligible employee.,Stock Options.Exercised / End of Period Headcount.Stock Option Eligible,Stock Options.Exercised,End of Period Headcount.Stock Option Eligible,,,A value of 100 indicates that on average eligible employees exercised 100 stock options during the reporting period.
3.04,Compensation,Cost Efficiency,Stock Options Net Proceeds Per Employee ($Amount),Net proceeds to employees exercising stock options during the period for each employee who has exercised options.,Stock Option Net Proceeds / Headcount.Stock Option Eligible. Exercised,Stock Option Net Proceeds,Headcount.Stock Option Eligible. Exercised,,,Net Proceeds of Options per Employee Exercising indicates the average amount received by employees exercising options. The net proceeds are equal to the difference between sale price and strike price multiplied by the number of options exercised.
3.05,Compensation,Cost Efficiency,Stock Equity Incentive Value Per Employee,The average value of equity incentives granted or earned per eligible employee.,Equity Incentive Value / Average Headcount.Equity Incentive Eligible,Equity Incentive Value,Average Headcount.Equity Incentive Eligible,,,"Equity Incentive Value per Employee indicates the value of stock incentives granted to or earned by each eligible employee over the course of the period, using Black-Scholes or other valuation techniques. Stock incentives may include stock options, restricted stock, stock appreciation rights, performance shares, or other compensation related to equity. A value of $10,000 indicates that on average those eligible for an equity incentive received incentives valued at $10,000."
3.06,Compensation,Operational Performance,Stock Options Average Per Employee (#Amount),The average number of stock options granted per eligible employee during the period.,(Stock Options.Granted / Average Headcount.Stock Option Eligible) * 100,#Stock Options.Granted,#Average Headcount.Stock Option Eligible,,,"A result of 30 means that employees eligible to receive stock options received 30 options, on average, during the period."
3.07,Compensation,Operational Performance,Salary Change Rate - Upward (%of Workforce),Percentage of employees receiving base salary increases during the reporting period.,End of Period Headcount.Base Salary Increase / End of Period Headcount * 100,End of Period Headcount.Base Salary Increase,#End of Period Headcount
3.08,Compensation,Cost Efficiency,Compensation Expense Total Per FTE ($Amount),"Average total compensation expense, including direct, benefits, and equity compensation, per full-time equivalent employee.",Total Compensation Expense / FTE,Total Compensation Expense,#FTE
3.09,Compensation,Operational Performance,Overtime Rate (%Direct Comp),Overtime expense as a percentage of total direct compensation expense.,(Overtime Expense / Direct Compensation Expense) * 100,Overtime Expense,Direct Compensation Expense,,,"Overtime Rate measures the dollars of overtime paid relative to all forms of direct (cash) compensation paid. For example, a result of 10% indicates that overtime payments represent 10% of all cash payments to employees. By comparing overtime costs to all direct compensation costs, an organization can understand the impact of overtime on employees’ take-home pay and whether overtime costs represent an increasing or decreasing proportion of compensation over time."
3.10,Compensation,Cost Efficiency,Overtime Expense Per FTE ($Amount),Average overtime cash compensation per full-time equivalent employee.,Overtime Expense / FTE,Overtime Expense,#FTE
3.11,Compensation,Cost Efficiency,Compensation Ratio - Market Comparision (% to Other Orgs),Ratio of employees’ direct compensation to market-comparable direct compensation.,Direct Compensation Expense / Market Comparable Direct Compensation,Direct Compensation Expense,Market Comparable Direct Compensation,,,"Market Compensation Ratio provides the ratio of direct (cash) compensation provided by the employer to that provided by a comparable market group. A result of 80% means that the organization’s compensation offerings are 80% of the offerings of other organizations. These data are sometimes provided only for certain components of direct compensation (e.g., base salary and bonus), and may not be available for all positions within an organization."
3.12,Compensation,Cost Efficiency,Compensation Expense - Direct Per FTE ($Amount),"Average direct compensation expense, including wages, bonus, and other cash compensation, per full-time equivalent employee.",Direct Compensation Expense / FTE,Direct Compensation Expense,#FTE
